,ATC_LVL5,ATC_LVL4,ATC_LVL3,ATC_LVL2,ATC_LVL1,active_ingredient,smile_x,ATC_LVL0
747,duloxetine,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,duloxetine,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1,ROOT
748,perindopril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,perindopril,CCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCCC[C@@H]21)C(=O)OCC,ROOT
749,ketoprofen,"antiinflammatory preparations, non-steroids for topical use",topical products for joint and muscular pain,topical products for joint and muscular pain,musculo-skeletal system drugs,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ROOT
750,ketoprofen,"propionic acid derivatives, antiinflammatory and antirheumatic products","antiinflammatory and antirheumatic products, non-steroids",antiinflammatory and antirheumatic products,musculo-skeletal system drugs,ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,ROOT
751,pyridoxine,other plain vitamin preparations in atc,other plain vitamin preparations in atc,vitamins,alimentary tract and metabolism drugs,pyridoxine,Cc1ncc(CO)c(CO)c1O,ROOT
752,vilazodone,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,vilazodone,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1,ROOT
753,deserpidine,"rauwolfia alkaloids, centrally acting antiadrenergic","antiadrenergic agents, centrally acting",antihypertensives,cardiovascular system drugs,deserpidine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,ROOT
754,nalbuphine,"morphinan derivatives, opiod analgesics",opioid analgesics,analgesics,nervous system drugs,nalbuphine,Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,ROOT
755,amitriptyline,non-selective monoamine reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,ROOT
756,dabrafenib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,dabrafenib,CC(C)(C)c1nc(-c2cccc(NS(=O)(=O)c3c(F)cccc3F)c2F)c(-c2ccnc(N)n2)s1,ROOT
757,bupranolol,"beta blocking agents, non-selective",beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,bupranolol,Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,ROOT
758,droxidopa,adrenergic and dopaminergic cardiac stimulants,cardiac stimulants excl. cardiac glycosides,cardiac therapy drugs,cardiovascular system drugs,droxidopa,N[C@@H](C(=O)O)[C@@H](O)c1ccc(O)c(O)c1,ROOT
759,prochlorperazine,"phenothiazines with piperazine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,prochlorperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,ROOT
760,acetophenazine,"phenothiazines with piperazine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,acetophenazine,CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,ROOT
761,oxaliplatin,"platinum compounds, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,oxaliplatin,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O,ROOT
762,atorvastatin,"hmg coa reductase inhibitors, plain lipid modifying drugs","lipid modifying agents, plain",lipid modifying agents,cardiovascular system drugs,atorvastatin,CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O,ROOT
763,testosterone,3-oxoandrosten (4) derivatives,androgens,sex hormones and modulators of the genital system,genito urinary system and sex hormones,testosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,ROOT
764,epirubicin,anthracyclines and related substances,cytotoxic antibiotics and related substances,antineoplastic agents,antineoplastic and immunomodulating agents,epirubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,ROOT
765,levosimendan,other cardiac stimulants in atc,cardiac stimulants excl. cardiac glycosides,cardiac therapy drugs,cardiovascular system drugs,levosimendan,C[C@@H]1CC(=O)NN=C1c1ccc(NN=C(C#N)C#N)cc1,ROOT
766,glycine,other irrigating solutions in atc,"irrigating solutions, blood substitutes and perfusion",blood substitutes and perfusion solutions,blood and blood forming organ drugs,glycine,NCC(=O)O,ROOT
767,aliskiren,renin-inhibitors,other agents acting on the renin-angiotensin system in atc,agents acting on the renin-angiotensin system,cardiovascular system drugs,aliskiren,COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,ROOT
768,atropine,anticholinergic mydriatics and cycloplegics,mydriatics and cycloplegics,ophthalmologicals,sensory organ drugs,atropine,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,ROOT
769,atropine,"belladonna alkaloids, tertiary amines for functional gastrointestinal disorders","belladonna and derivatives containing drugs, plain for functional gastrointestinal disorders",drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,atropine,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,ROOT
770,esmolol,"beta blocking agents, selective",beta blocking agents,beta-adrenergic blocking agents,cardiovascular system drugs,esmolol,COC(=O)CCc1ccc(OCC(O)CNC(C)C)cc1,ROOT
771,isothipendyl,"phenothiazine derivatives, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,isothipendyl,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,ROOT
772,isothipendyl,antihistamines for topical use,"antipruritics, incl. antihistamines, anesthetics, etc.","antipruritics, incl. antihistamines, anesthetics, etc.",dermatologicals,isothipendyl,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,ROOT
773,linagliptin,dipeptidyl peptidase 4 (dpp-4) inhibitors for blood glucose lowering,"blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,linagliptin,CC#CCn1c(N2CCC[C@@H](N)C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,ROOT
774,codeine,"opium alkaloids and derivatives, cough suppressants","cough suppressants, excl. combinations with expectorants",cough and cold preparations,respiratory system drugs,codeine,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,ROOT
775,pheniramine,antihistamines for topical use,"antipruritics, incl. antihistamines, anesthetics, etc.","antipruritics, incl. antihistamines, anesthetics, etc.",dermatologicals,pheniramine,CN(C)CCC(c1ccccc1)c1ccccn1,ROOT
776,pheniramine,"substituted alkylamines, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,pheniramine,CN(C)CCC(c1ccccc1)c1ccccn1,ROOT
777,sevoflurane,"halogenated hydrocarbons, general anesthetics","anesthetics, general",anesthetics,nervous system drugs,sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,ROOT
778,vardenafil,drugs used in erectile dysfunction,urologicals,urologicals,genito urinary system and sex hormones,vardenafil,CCCc1nc(C)c2c(=O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)[nH]n12,ROOT
779,amoxicillin,penicillins with extended spectrum,"beta-lactam antibacterials, penicillins",antibacterials for systemic use,antiinfectives for systemic use,amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,ROOT
780,clobazam,benzodiazepine derivative anxiolytics,anxiolytics,psycholeptics,nervous system drugs,clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,ROOT
781,ofloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ROOT
782,ofloxacin,antiinfectives,"antiinfectives, ophthalmologic and otologic",ophthalmological and otological preparations,sensory organ drugs,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ROOT
783,ofloxacin,antiinfectives,"antiinfective drugs, otologic",otologicals,sensory organ drugs,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ROOT
784,ofloxacin,"fluoroquinolone antiinfectives, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,ofloxacin,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,ROOT
785,ethionamide,thiocarbamide derivatives for treatment of tuberculosis,drugs for treatment of tuberculosis,antimycobacterials,antiinfectives for systemic use,ethionamide,CCc1cc(C(N)=S)ccn1,ROOT
786,emedastine,other antiallergics in atc,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,emedastine,CCOCCn1c(N2CCCN(C)CC2)nc2ccccc21,ROOT
787,norfloxacin,"fluoroquinolone antiinfectives, ophthalmologic",antiinfective ophthalmologics,ophthalmologicals,sensory organ drugs,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,ROOT
788,norfloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,norfloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,ROOT
789,rolitetracycline,tetracyclines,tetracycline antibiotics,antibacterials for systemic use,antiinfectives for systemic use,rolitetracycline,CN(C)[C@@H]1C(O)=C(C(=O)NCN2CCCC2)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,ROOT
790,levetiracetam,other antiepileptics in atc,antiepileptics,antiepileptics,nervous system drugs,levetiracetam,CC[C@H](C(N)=O)N1CCCC1=O,ROOT
791,cortisone,"corticosteroid ophthalmologic antiinflammatory agents, plain","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,cortisone,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,ROOT
792,cortisone,"glucocorticoids, systemic","corticosteroids for systemic use, plain",corticosteroids for systemic use,"systemic hormonal preparations, excl. sex hormones and insulins",cortisone,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@@]21C,ROOT
793,desoximetasone,"corticosteroids, potent (group iii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,ROOT
794,desoximetasone,"corticosteroids, potent, other combinations","corticosteroids, other combinations","corticosteroids, dermatological preparations",dermatologicals,desoximetasone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,ROOT
795,zuclopenthixol,"thioxanthene derivatives, antipsychotic",antipsychotics,psycholeptics,nervous system drugs,zuclopenthixol,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,ROOT
796,olopatadine,other antiallergics in atc,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,ROOT
797,olopatadine,"antiallergic nasal preparations for topical use, excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,olopatadine,CN(C)CC/C=C1/c2ccccc2COc2ccc(CC(=O)O)cc21,ROOT
798,dyclonine,local anesthetic throat preparations,throat preparations,throat preparations,respiratory system drugs,dyclonine,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,ROOT
799,dyclonine,other local anesthetics in atc,local anesthetics,anesthetics,nervous system drugs,dyclonine,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,ROOT
800,imatinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,ROOT
801,hydrochlorothiazide,"thiazides, plain","low-ceiling diuretics, thiazides",diuretics,cardiovascular system drugs,hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,ROOT
802,ranitidine,histamine h2 receptor antagonists for peptic ulcer and gord,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,ranitidine,CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,ROOT
803,dexrazoxane,detoxifying agents for antineoplastic treatment,all other therapeutic products,all other therapeutic products,various drug classes in atc,dexrazoxane,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1,ROOT
804,tropicamide,anticholinergic mydriatics and cycloplegics,mydriatics and cycloplegics,ophthalmologicals,sensory organ drugs,tropicamide,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,ROOT
805,bicalutamide,anti-androgen hormone antagonists and related agents,hormone antagonists and related agents,endocrine therapy antineoplastic and immunomodulating agents,antineoplastic and immunomodulating agents,bicalutamide,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,ROOT
806,bupivacaine,amide local anesthetics,local anesthetics,anesthetics,nervous system drugs,bupivacaine,CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,ROOT
807,salsalate,"salicylic acid and derivatives, analgesics and antipyretics",other analgesics and antipyretics in atc,analgesics,nervous system drugs,salsalate,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,ROOT
808,amprenavir,"protease inhibitors, direct acting antivirals",direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,amprenavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,ROOT
809,amobarbital,"barbiturates, hypnotics and sedatives, plain",hypnotics and sedatives,psycholeptics,nervous system drugs,amobarbital,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,ROOT
810,sulfasalazine,aminosalicylic acid and similar agents,intestinal antiinflammatory agents,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",alimentary tract and metabolism drugs,sulfasalazine,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,ROOT
811,ceftizoxime,third-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,ceftizoxime,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,ROOT
812,balsalazide,aminosalicylic acid and similar agents,intestinal antiinflammatory agents,"antidiarrheals, intestinal antiinflammatory/antiinfective agents",alimentary tract and metabolism drugs,balsalazide,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,ROOT
813,dronabinol,other antiemetics in atc,antiemetics and antinauseants,antiemetics and antinauseants,alimentary tract and metabolism drugs,dronabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,ROOT
814,amantadine,"adamantane derivatives, dopaminergic",dopaminergic agents,anti-parkinson drugs,nervous system drugs,amantadine,NC12CC3CC(CC(C3)C1)C2,ROOT
815,diflorasone,"corticosteroids, potent (group iii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,diflorasone,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,ROOT
816,lactulose,osmotically acting laxatives,drugs for constipation,drugs for constipation,alimentary tract and metabolism drugs,lactulose,OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,ROOT
817,fluticasone,corticosteroid nasal preparations for topical use,decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,fluticasone,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
818,fluticasone,glucocorticoid inhalants for obstructive airway disease,"other drugs for obstructive airway diseases, inhalants in atc",drugs for obstructive airway diseases,respiratory system drugs,fluticasone,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
819,fluticasone,"corticosteroids, potent (group iii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,fluticasone,CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,ROOT
820,fluorescein,"diagnostic, opthalmologic coloring agents","diagnostic agents, ophthamologic",ophthalmologicals,sensory organ drugs,fluorescein,O=C1OC2(c3ccc(O)cc3Oc3cc(O)ccc32)c2ccccc21,ROOT
821,estriol,"estrogens, combinations with other drugs","estrogens, sex hormones and modulators of the genital system",sex hormones and modulators of the genital system,genito urinary system and sex hormones,estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ROOT
822,estriol,"natural and semisynthetic estrogens, plain","estrogens, sex hormones and modulators of the genital system",sex hormones and modulators of the genital system,genito urinary system and sex hormones,estriol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,ROOT
823,danazol,antigonadotropins and similar agents,other sex hormones and modulators of the genital system in atc,sex hormones and modulators of the genital system,genito urinary system and sex hormones,danazol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=Cc5oncc5C[C@]4(C)[C@H]3CC[C@@]21C,ROOT
824,baclofen,other centrally acting agents in atc,"muscle relaxants, centrally acting agents",muscle relaxants,musculo-skeletal system drugs,baclofen,NCC(CC(=O)O)c1ccc(Cl)cc1,ROOT
825,trazodone,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,ROOT
826,mitomycin,other cytotoxic antibiotics in atc,cytotoxic antibiotics and related substances,antineoplastic agents,antineoplastic and immunomodulating agents,mitomycin,CO[C@@]12[C@H](COC(N)=O)C3=C(C(=O)C(C)=C(N)C3=O)N1C[C@@H]1N[C@@H]12,ROOT
827,chlorphenesin,other antifungals for topical use in atc,antifungals for topical use,antifungals for dermatological use,dermatologicals,chlorphenesin,OCC(O)COc1ccc(Cl)cc1,ROOT
828,pantoprazole,proton pump inhibitors for peptic ulcer and gord,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,pantoprazole,COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,ROOT
829,propafenone,"antiarrhythmics, class ic","antiarrhythmics, class i and iii",cardiac therapy drugs,cardiovascular system drugs,propafenone,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,ROOT
830,esomeprazole,proton pump inhibitors for peptic ulcer and gord,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,esomeprazole,COc1ccc2[nH]c([S@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,ROOT
831,almitrine,respiratory stimulants,other respiratory system products in atc,other respiratory system products in atc,respiratory system drugs,almitrine,C=CCNc1nc(NCC=C)nc(N2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)n1,ROOT
832,morphine,natural opium alkaloid analgesics,opioid analgesics,analgesics,nervous system drugs,morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,ROOT
833,cefazolin,first-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,cefazolin,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,ROOT
834,grepafloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,grepafloxacin,Cc1c(F)c(N2CCNC(C)C2)cc2c1c(=O)c(C(=O)O)cn2C1CC1,ROOT
835,alitretinoin,other antineoplastic agents in atc,other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,alitretinoin,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,ROOT
836,alitretinoin,"agents for dermatitis, excluding corticosteroids",other dermatological preparations in atc,other dermatological preparations in atc,dermatologicals,alitretinoin,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,ROOT
837,bexarotene,other antineoplastic agents in atc,other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,bexarotene,C=C(c1ccc(C(=O)O)cc1)c1cc2c(cc1C)C(C)(C)CCC2(C)C,ROOT
838,abacavir,nucleoside and nucleotide reverse transcriptase inhibitors,direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,abacavir,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1,ROOT
839,riluzole,other nervous system drugs in atc,other nervous system drugs in atc,other nervous system drugs in atc,nervous system drugs,riluzole,Nc1nc2ccc(OC(F)(F)F)cc2s1,ROOT
840,naphazoline,"sympathomimetics, plain",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,naphazoline,c1ccc2c(CC3=NCCN3)cccc2c1,ROOT
841,naphazoline,"sympathomimetics, combinations excl. corticosteroids",decongestants and other nasal preparations for topical use,nasal preparations,respiratory system drugs,naphazoline,c1ccc2c(CC3=NCCN3)cccc2c1,ROOT
